,name,product,EEG_Features,Label
422,Rupak,17,"[-0.09714759 -0.08134585 -0.09295855 -0.09240094 -0.08842686 -0.02625717
 -0.01999496 -0.04475453 -0.05380985 -0.04584807 -0.05332331 -0.04300311
 -0.03718972 -0.0388509  -0.04179084 -0.05335623 -0.05198888 -0.0448704
 -0.04662825 -0.0448721  -0.07460907 -0.05922861 -0.04882565 -0.07393492
 -0.15274889  0.00721898 -0.00647346 -0.03627084 -0.03331379 -0.02907237
 -0.05984984 -0.05148275 -0.04202064 -0.04526316 -0.04525593 -0.04161027
 -0.03504053 -0.03017704 -0.02371722  0.00842925 -0.02303664 -0.04593622
 -0.04926258 -0.05187431 -0.06879006 -0.60196373 -0.56448364 -0.54098785
 -0.62047249 -0.63069225 -0.05694365 -0.04682343 -0.03798149 -0.04882087
 -0.04484102 -0.09621747 -0.1072718  -0.10550567 -0.11782383 -0.1121963
 -0.07363175 -0.04696033  0.00670514 -0.02300971 -0.02062656 -0.07904499
 -0.08480563 -0.05451675 -0.05815718 -0.06414279]",0
423,Rupak,18,"[ 0.29766511  0.9318319   0.5617953   1.39438117  0.55383681  0.29070741
  0.55308292  0.24932222  0.70719601  0.40909151  0.07732686  0.28542616
  0.19090442  0.49139245  0.20098259  0.1373457   0.2042423   0.22889155
  0.44029321  0.1361005  -0.05204932 -0.0514608  -0.05339349 -0.0724918
 -0.23521859  0.26083228  0.89859473  0.48655787  0.94735243  0.66183624
 -0.00253849  0.0517955   0.10300937  0.16008774  0.05089219  0.23662481
  0.49711316  0.273213    0.73038235  0.29802748  0.27895483  0.5595572
  0.33156485  0.79393436  0.2964814  -0.63940758 -0.54120593 -0.46318031
 -0.5183236  -0.60045394  0.13632945  0.32163829  0.2251931   0.58852689
  0.24070479 -0.07286568 -0.05860279 -0.08252448 -0.06534246 -0.09150444
  0.04460489  0.14658997  0.125424    0.30909416  0.122443   -0.07129585
 -0.05777971 -0.04096187 -0.0188438  -0.04377291]",0
424,Rupak,19,"[-0.1075823  -0.11454717 -0.10709598 -0.09779149 -0.10536879 -0.06754456
 -0.06248154 -0.05768602 -0.05715616 -0.05921028 -0.05297741 -0.04672961
 -0.04224965 -0.04052445 -0.04412963 -0.05873078 -0.05369151 -0.04692442
 -0.04853106 -0.05287298 -0.08563131 -0.05784316 -0.05045736 -0.07972906
 -0.23004318 -0.05818559 -0.05019987 -0.04139064 -0.0453825  -0.04701837
 -0.06138363 -0.05133591 -0.04370787 -0.04878715 -0.05549563 -0.05164884
 -0.04130658 -0.0418006  -0.03399872 -0.02904218 -0.06760156 -0.0582254
 -0.05519824 -0.05826018 -0.07961799 -0.64648391 -0.50366644 -0.48158958
 -0.56106054 -0.62960131 -0.06044509 -0.05455988 -0.04935724 -0.05016562
 -0.05538586 -0.09691344 -0.10763463 -0.10573398 -0.11795393 -0.11294492
 -0.08598678 -0.07339964 -0.05957884 -0.06221439 -0.07642209 -0.07885431
 -0.0844775  -0.05424467 -0.05732197 -0.06249172]",0
425,Rupak,20,"[-0.08558085 -0.09937315 -0.07961498 -0.08228474 -0.10731872 -0.03384586
 -0.04476892 -0.04513697 -0.04676938 -0.06039119  0.11843204  0.04677038
  0.05525446  0.06341746  0.03011991 -0.05539556 -0.03978272 -0.03937501
 -0.04209386 -0.0515103  -0.08189633 -0.05999571 -0.0500326  -0.08567291
 -0.17389932 -0.0328538  -0.01385742 -0.0268841  -0.03782512 -0.0276438
 -0.06105868 -0.04898488 -0.04279169 -0.04407551 -0.04278156 -0.05021694
 -0.04398259 -0.03447322 -0.02488849 -0.00294888 -0.06848517 -0.02643986
 -0.04250677 -0.03479613 -0.0618095  -0.64269226 -0.59219974 -0.45997807
 -0.57415841 -0.60330434 -0.05541792 -0.05246951 -0.03745748 -0.04307539
 -0.05831587 -0.09611104 -0.10717762 -0.10490351 -0.1173468  -0.11271967
 -0.08620969 -0.07082035 -0.05166601 -0.05845326 -0.07764054 -0.07878982
 -0.08559318 -0.0545206  -0.05688819 -0.0627284 ]",0
426,Rupak,21,"[-0.05757875 -0.0562899  -0.07468559 -0.09439562 -0.1088487   0.07698276
  0.00112959 -0.02545011 -0.01992586 -0.03467857 -0.00955053 -0.01697573
 -0.02732172 -0.03890083 -0.04520661 -0.03317254 -0.04269628 -0.03640946
 -0.04193076 -0.05136129 -0.04490634 -0.06081659 -0.05263951 -0.05006384
 -0.24580688  0.02679374 -0.01642616 -0.03409004 -0.02210738 -0.03415736
 -0.06108841 -0.05035402 -0.04152189 -0.04682596 -0.04784976 -0.02311016
 -0.01090931 -0.02872587 -0.02062934 -0.0039142  -0.02415331 -0.02491682
 -0.03998373 -0.04951176 -0.06920018 -0.61188674 -0.54688728 -0.45551262
 -0.60052066 -0.65786425 -0.03000294 -0.03433814 -0.03870668 -0.04662138
 -0.05220273 -0.09322    -0.1049174  -0.10452734 -0.11748682 -0.11248312
 -0.07871036 -0.06545808 -0.05372857 -0.06113804 -0.07430078 -0.0772319
 -0.0841844  -0.05439591 -0.05732778 -0.06371333]",0
427,Rupak,22,"[-0.09970256 -0.06178758 -0.08561621 -0.06291413 -0.09934995 -0.05570954
 -0.01190015 -0.03622133 -0.03593811 -0.04798183 -0.05128173 -0.02227763
 -0.03411956 -0.03386534 -0.0392789  -0.05917684 -0.04472977 -0.0385607
 -0.04258681 -0.04451469 -0.07805082 -0.05718602 -0.04461443 -0.06526785
 -0.19870712 -0.03832394 -0.03291937 -0.04169535 -0.02979806 -0.04986215
 -0.05886597 -0.05109647 -0.04222701 -0.0363048  -0.04278988 -0.05534014
 -0.0180563  -0.03580961  0.00795984 -0.02455331 -0.06642335 -0.02539275
 -0.0530415  -0.02300798 -0.07262324 -0.69027971 -0.49703503 -0.47914549
 -0.60462707 -0.65704358 -0.06484864 -0.03830811 -0.04151122 -0.0340894
 -0.05028007 -0.09665615 -0.10522532 -0.1052149  -0.11675587 -0.1128315
 -0.08912106 -0.06383626 -0.05625443 -0.05549263 -0.07023372 -0.07930213
 -0.08436591 -0.05383717 -0.0572125  -0.06195405]",0
428,Rupak,23,"[-0.08831071 -0.09143764 -0.0477358  -0.07522819 -0.10376076 -0.03667489
 -0.03212773 -0.02936231 -0.0375347  -0.05328266 -0.03990295 -0.03195028
 -0.01794236 -0.03164957 -0.04260958 -0.03641702 -0.04309887 -0.02642273
 -0.03747802 -0.05282897 -0.08310322 -0.06096406 -0.04974655 -0.08890047
 -0.22014918 -0.04427661 -0.04543717 -0.03338771 -0.0309519  -0.03730906
 -0.04447333 -0.04498042 -0.03542759 -0.03937262 -0.04729485 -0.04112962
 -0.03252827 -0.02087658 -0.01487823  0.01749326 -0.03816396 -0.0431975
 -0.03553181 -0.04294633 -0.05470631 -0.58185787 -0.57727806 -0.49343791
 -0.6046718  -0.67723487 -0.05570945 -0.05034298 -0.03074073 -0.04304224
 -0.04729216 -0.09577754 -0.10698839 -0.10378137 -0.11752609 -0.11237115
 -0.08124202 -0.07094669 -0.0492038  -0.05919157 -0.0716666  -0.07841392
 -0.08552095 -0.05394995 -0.05734083 -0.06265594]",0
429,Rupak,24,"[-0.10543734 -0.09445286 -0.08298198 -0.09521351 -0.11347007 -0.03686268
 -0.02308841 -0.03861699 -0.05118212 -0.06534514 -0.05494471 -0.04261189
 -0.03802391 -0.04020324 -0.04723669 -0.05765049 -0.05076232 -0.03544718
 -0.0441237  -0.05670086 -0.08381273 -0.05955867 -0.05343391 -0.09301947
 -0.19044296 -0.05086503 -0.02720652 -0.03711248 -0.0248623  -0.04135595
 -0.05674311 -0.04784917 -0.04210644 -0.04562848 -0.04889528 -0.0555091
 -0.03167301 -0.03026645 -0.02358571  0.01413755 -0.05886284 -0.04714159
 -0.02690902 -0.05427991 -0.07673508 -0.63828925 -0.50965053 -0.5064332
 -0.53708984 -0.65107185 -0.06488575 -0.04976341 -0.04300146 -0.04912676
 -0.05862575 -0.09718577 -0.10688677 -0.10542693 -0.11763515 -0.11304777
 -0.09070912 -0.07394722 -0.05728173 -0.06044153 -0.07530842 -0.07899273
 -0.08545036 -0.05428368 -0.05766941 -0.064129  ]",0
430,Rupak,25,"[-0.11271893 -0.12318182 -0.10463148 -0.10497465 -0.08729568 -0.07885059
 -0.06976197 -0.05497172 -0.05827693 -0.05665828 -0.05703626 -0.05011745
 -0.04208939 -0.04303058 -0.04057125 -0.05820294 -0.0541277  -0.04455039
 -0.0478184  -0.05154321 -0.08982971 -0.06080132 -0.04837957 -0.08293094
 -0.16725862 -0.06202706 -0.04447582 -0.03342185 -0.04296352 -0.05091307
 -0.06051411 -0.05178619 -0.04277794 -0.04455669 -0.04831563 -0.05921725
 -0.04905247 -0.03771563 -0.02926747 -0.00920446 -0.07133838 -0.06239155
 -0.0476024  -0.05758705 -0.06500407 -0.63815661 -0.56581988 -0.48518097
 -0.56532987 -0.61359303 -0.06715077 -0.05711634 -0.04673059 -0.0493455
 -0.0519898  -0.09723151 -0.10786617 -0.1055938  -0.11795083 -0.11228413
 -0.09062298 -0.07510429 -0.05906551 -0.06289497 -0.07342839 -0.07919457
 -0.08569664 -0.05498359 -0.05773981 -0.06284741]",0
431,Rupak,26,"[ 1.63031021e-01  6.02048095e-01  3.52613804e-01  6.86007121e-02
 -1.92697393e-02  1.87055289e-01  3.75013756e-01  2.06615060e-01
  4.73665134e-02  9.41237322e-04  6.80318313e-02  2.15022909e-01
  1.12864944e-01  1.87670161e-02 -1.36665849e-02  1.28887629e-02
  1.09832429e-01  7.92058984e-02  1.77580157e-02 -1.27343898e-02
 -6.38392902e-02 -5.47035953e-02 -5.14257055e-02 -8.09079570e-02
 -1.99036301e-01  9.42280288e-02  2.05215004e-01  1.62760619e-01
  7.52228965e-02 -1.41321502e-02 -6.09392446e-03  4.37098435e-02
  3.62242769e-02 -1.56501697e-02 -4.18077604e-02  1.04964326e-01
  3.36442916e-01  1.65694026e-01  5.16551602e-02  2.57910599e-02
  1.05829078e-01  4.60804600e-01  1.53591555e-01  7.17408643e-02
  2.85887280e-04 -6.44389712e-01 -5.02661184e-01 -4.83589089e-01
 -5.61405128e-01 -6.38760057e-01  6.08862460e-02  2.21411876e-01
  1.24311301e-01  2.32525599e-02 -1.47624030e-03 -7.72979808e-02
 -6.90464716e-02 -8.96443854e-02 -1.11383794e-01 -1.08618237e-01
 -1.71934966e-02  7.78604924e-02  5.51191268e-02 -2.14139119e-02
 -4.27706219e-02 -7.36775081e-02 -6.62203198e-02 -4.53883800e-02
 -5.27756520e-02 -6.12545157e-02]",0
432,Rupak,27,"[-0.08559222 -0.10238767 -0.06341589 -0.08636536 -0.10565711 -0.02185153
 -0.03156608 -0.03630597 -0.04526541 -0.05801847 -0.04341204 -0.03872409
 -0.02902874 -0.03728056 -0.04293709 -0.05162946 -0.05054416 -0.03707159
 -0.04101095 -0.04884692 -0.0774036  -0.05999419 -0.0493071  -0.07444329
 -0.13267871 -0.04530418 -0.05337194 -0.03838425 -0.0432533  -0.0395046
 -0.05861076 -0.0498785  -0.04283528 -0.04574285 -0.04455705 -0.04958302
 -0.03808375 -0.02963318 -0.02857927 -0.0179018  -0.04771522 -0.03697426
 -0.02979791 -0.0504329  -0.07841714 -0.69048199 -0.60224307 -0.49430379
 -0.59046964 -0.67494413 -0.05549383 -0.04911703 -0.03746385 -0.04681327
 -0.0515693  -0.09550922 -0.10663305 -0.10443058 -0.117728   -0.11234233
 -0.08395989 -0.0722249  -0.05544364 -0.06078337 -0.07532654 -0.0784811
 -0.08490497 -0.05416315 -0.05805649 -0.06162742]",1
433,Rupak,28,"[ 0.71874653  0.56258874  1.02109291  0.66014325  0.8148492   0.56741608
  0.36147292  0.53923196  0.35791463  0.59211954  0.34141422  0.22506864
  0.33895657  0.22324823  0.31782028  0.2121253   0.21719513  0.22109406
  0.18230249  0.25912271 -0.01749326 -0.05700614 -0.04982981 -0.10076496
 -0.21703497  0.53125178  0.53106908  0.68236842  0.47382769  0.61069389
  0.11203044  0.07536168  0.14655012  0.06129733  0.12311371  0.49477092
  0.33417882  0.51904504  0.3554002   0.50678925  0.52474194  0.45179032
  0.49103351  0.31617233  0.59162978 -0.34116373 -0.31232787 -0.29192576
 -0.42020551 -0.4724174   0.35795949  0.22898435  0.39176882  0.26468285
  0.38543824 -0.04223883 -0.06836069 -0.0655989  -0.0885864  -0.07476122
  0.17226533  0.09137595  0.2329292   0.11889834  0.18786275 -0.05832934
 -0.05967977 -0.0325801  -0.04082769 -0.04149687]",1
434,Rupak,29,"[ 0.01427449  0.06820654  0.15559299  0.1992954   0.19914964  0.22779197
  0.15043143  0.08018049  0.12880155  0.11382708  0.05956494  0.07605271
  0.05889746  0.09923011  0.07321304 -0.00212438 -0.00309973 -0.00963939
  0.00215096  0.01143733 -0.0554763  -0.05796355 -0.04532511 -0.09827005
 -0.1865529   0.12490465  0.05259749  0.09618421  0.15768868  0.18655451
 -0.04868578 -0.02400683 -0.01840023  0.00579943  0.00221061  0.05135864
  0.05450099  0.04233772  0.12303168  0.1944642   0.07140161  0.08172929
  0.07538798  0.13945474  0.3229209  -0.56619864 -0.61867161 -0.44688633
 -0.59871493 -0.63686354  0.00560588  0.01090892  0.0253629   0.07293199
  0.08032682 -0.08564275 -0.09629152 -0.09784214 -0.10615206 -0.10111428
 -0.04455869 -0.03170368  0.00094071  0.01692358  0.01815201 -0.07600539
 -0.08056591 -0.04859489 -0.04946858 -0.05641889]",0
435,Rupak,30,"[-0.09826282 -0.10327186 -0.08234154 -0.06662249 -0.08319424 -0.05409902
 -0.0407182  -0.03921921 -0.03283039 -0.04153464 -0.04715505 -0.04259188
 -0.03239183 -0.02856482 -0.03538788 -0.05259595 -0.04251004 -0.03525851
 -0.02990167 -0.04091383 -0.08298683 -0.05910766 -0.04937917 -0.06742308
 -0.22096094 -0.03621507 -0.040474   -0.02934951 -0.01732862 -0.02940516
 -0.05655004 -0.0446043  -0.03841746 -0.03544951 -0.04729163 -0.04871419
 -0.03486457 -0.02910897  0.01283048  0.05476632 -0.0634611  -0.04442835
 -0.03353306 -0.02971264 -0.01523469 -0.67420999 -0.54591157 -0.47042227
 -0.60913505 -0.66301668 -0.05883703 -0.0482723  -0.03737616 -0.03361175
 -0.03392302 -0.09600121 -0.10667223 -0.10496806 -0.11652759 -0.11090888
 -0.08633352 -0.06864199 -0.05369344 -0.05359019 -0.06428257 -0.07879396
 -0.08545051 -0.05394765 -0.05740273 -0.06117702]",0
436,Rupak,31,"[-0.07622169 -0.02391637 -0.08091494 -0.06624703 -0.05751584 -0.05898663
 -0.03898433 -0.03698783 -0.03608967 -0.0057728  -0.02045418 -0.00898598
 -0.02975155 -0.02429923 -0.02368198 -0.00401767 -0.00497185 -0.04025623
 -0.03598505 -0.01870357 -0.09105412 -0.05877817 -0.05129777 -0.08637677
 -0.2385817  -0.02513991 -0.01387593 -0.00672654 -0.00457618 -0.01854053
  0.04428497  0.0050721  -0.03301769 -0.03531628 -0.0329366  -0.02657417
 -0.02041024 -0.027897   -0.01179329  0.00910161  0.01546296  0.00350863
 -0.02623463 -0.00192958  0.03626892 -0.68663007 -0.57489824 -0.51882917
 -0.62022384 -0.65936663 -0.03561882 -0.01332362 -0.03841183 -0.03553633
 -0.02667149 -0.09032948 -0.10128045 -0.10488975 -0.11647977 -0.11178418
 -0.05920322 -0.04031005 -0.05357975 -0.05483593 -0.05995629 -0.07701402
 -0.08349893 -0.05461451 -0.05703194 -0.0610226 ]",0
437,Rupak,32,"[-0.10233783 -0.10538489 -0.09569847 -0.08244237 -0.08461061 -0.06047854
 -0.0532257  -0.04693858 -0.04619961 -0.03936268 -0.0319722  -0.02849451
 -0.03084578 -0.01911963 -0.03178833 -0.05739316 -0.03066135 -0.04054071
 -0.03956632 -0.04320252 -0.08477111 -0.06096571 -0.05157027 -0.0966176
 -0.22816499 -0.05507192 -0.04843643 -0.03624073 -0.03996976 -0.04277779
 -0.05550771 -0.04747848 -0.04248649 -0.04619394 -0.05016051 -0.0491715
 -0.03098258 -0.03629062 -0.02528693 -0.00830853 -0.07145428 -0.05841478
 -0.04173058 -0.04730577 -0.02818838 -0.67145085 -0.55756469 -0.53379275
 -0.63211386 -0.62186899 -0.06148721 -0.04603337 -0.04251335 -0.04130371
 -0.04754466 -0.09663706 -0.10696697 -0.10537963 -0.11720158 -0.1124048
 -0.08873855 -0.07234092 -0.05727828 -0.05939305 -0.0685492  -0.07911609
 -0.08541856 -0.05477132 -0.05731852 -0.0628961 ]",0
438,Rupak,33,"[-0.06886193 -0.05775402 -0.05946606 -0.03465791 -0.06234924 -0.01711868
 -0.01862958 -0.02108654 -0.01946688 -0.0385352  -0.02761003 -0.0192128
 -0.02905552 -0.01408467 -0.03238694 -0.04288412 -0.00453959 -0.0333485
 -0.00069738 -0.03973668 -0.08232447 -0.05958425 -0.05209008 -0.09688358
 -0.21613897 -0.03112149 -0.03446009 -0.01418782 -0.00465299 -0.02710615
 -0.03896906 -0.0302384  -0.03626959 -0.03571955 -0.04429901 -0.01495812
 -0.00440476 -0.01674071  0.00676021  0.00329285 -0.02473892 -0.02212067
 -0.00102084 -0.00978218 -0.01567299 -0.67122771 -0.55491931 -0.51060407
 -0.61826451 -0.62082081 -0.02904335 -0.02235785 -0.0249067  -0.0207741
 -0.03981515 -0.09311836 -0.1045783  -0.10370887 -0.11538937 -0.11148625
 -0.06699999 -0.04494184 -0.04686495 -0.03811006 -0.06525659 -0.07822312
 -0.08342758 -0.05451173 -0.05662072 -0.06478466]",0
439,Rupak,34,"[ 6.14528245e-03  2.41716336e-01  9.83587098e-02 -6.53120884e-02
 -1.36284560e-02 -7.84081842e-03  1.66353986e-01  7.70683607e-02
 -2.97853081e-02  4.77254615e-02  4.06016776e-02  7.51944983e-02
  3.49491340e-02 -1.42910823e-02  2.45913177e-02  1.76418277e-01
  9.15147947e-02  2.53277775e-02  2.04675406e-02  5.26281046e-02
 -8.24039540e-02 -5.87938111e-02 -4.78135307e-02 -7.20969405e-02
 -1.69661206e-01  1.30132968e-01  3.01078008e-01  3.44040699e-02
  6.07264504e-02  2.98899605e-02  3.11969481e-02 -1.10609118e-02
 -1.27473015e-02 -3.89246444e-02 -3.33926241e-02  7.02555971e-02
  1.40643940e-01  3.33870879e-02 -1.47858824e-02  4.80844685e-02
  1.17091444e-02  1.17337707e-01  2.43784332e-02 -1.99189286e-02
 -2.59525684e-02 -7.05384703e-01 -5.46239273e-01 -5.11594236e-01
 -6.17951876e-01 -6.39718178e-01  1.97448216e-02  7.74177788e-02
  2.47459852e-02 -3.44211956e-02  3.99371123e-06 -8.39441700e-02
 -8.68123651e-02 -9.88369692e-02 -1.15924350e-01 -1.08216348e-01
 -2.20129818e-02  5.49767008e-03 -1.53491238e-02 -5.32404165e-02
 -4.25438416e-02 -7.50379466e-02 -7.55185921e-02 -5.06138500e-02
 -5.70418092e-02 -6.52182003e-02]",0
440,Rupak,35,"[-0.05920337 -0.10033808 -0.06022011 -0.04614351 -0.09397769 -0.04470128
 -0.04624345 -0.02746675 -0.02967049 -0.05328665 -0.02814345 -0.04163732
 -0.02762812 -0.02502354 -0.0412426  -0.03936689  0.02121608  0.02373984
 -0.00836575 -0.02779303 -0.0820604  -0.06010673 -0.053896   -0.0842746
 -0.2382305   0.00869308  0.02120807 -0.02682303  0.02311928 -0.02098755
 -0.03869253 -0.03251854 -0.03628285 -0.03173036 -0.02887858 -0.05504018
 -0.02844968 -0.01528426  0.05045138  0.06172681 -0.07101194 -0.05141079
 -0.02608519 -0.01006239 -0.057909   -0.6792647  -0.55024389 -0.52894883
 -0.60900239 -0.61516933 -0.0449026  -0.04969178 -0.03332421 -0.02967282
 -0.04444997 -0.09430348 -0.10677824 -0.10434374 -0.1159731  -0.11226986
 -0.08037439 -0.06663675 -0.04993883 -0.04910085 -0.06978008 -0.07773895
 -0.08443084 -0.0541065  -0.05604918 -0.06333284]",0
441,Rupak,36,"[ 0.00664304 -0.07015501 -0.10206219 -0.06994224 -0.08291825  0.00782864
 -0.0301807  -0.04716155 -0.0346237  -0.04061866 -0.00523588 -0.03111371
 -0.03563483 -0.0259097  -0.03511066  0.03016235 -0.02280362 -0.03172066
 -0.03073867 -0.04083948 -0.07698115 -0.05977912 -0.05154364 -0.09449848
 -0.1237715  -0.03901988 -0.03594917 -0.03144001  0.08207568  0.0878259
 -0.05173919 -0.05120408 -0.04110651 -0.0309535  -0.03268215  0.01596031
 -0.01319871 -0.02831593  0.02116616  0.03856315  0.037498   -0.03617486
 -0.03673498 -0.02398223 -0.05011091 -0.64122994 -0.54432082 -0.46356635
 -0.58043173 -0.631869    0.00069162 -0.03550721 -0.04093849 -0.03338667
 -0.03519331 -0.08633829 -0.10524905 -0.10560255 -0.11665428 -0.11161053
 -0.04880466 -0.06647438 -0.05811367 -0.05464255 -0.06448742 -0.07618573
 -0.0843327  -0.05448541 -0.05710787 -0.06569341]",0
442,Rupak,37,"[-0.05750779 -0.07495284 -0.05934404 -0.01251782 -0.02711883  0.01512715
 -0.04104014 -0.03484405 -0.00228071 -0.00829808  0.07245565  0.022148
  0.02183885  0.01405986 -0.00194429  0.10889542  0.02494878 -0.0186735
 -0.0100951  -0.03633875 -0.07853054 -0.05968133 -0.04445548 -0.07149298
 -0.20517342  0.00189529 -0.00263474  0.02153212  0.04126731  0.08220213
 -0.0193021  -0.0168425  -0.03277503 -0.02932334 -0.01623696 -0.01683354
 -0.02333729 -0.00819663  0.02252219  0.05347806 -0.0067663  -0.04252165
 -0.02595603 -0.02230645 -0.05933351 -0.70529581 -0.52077516 -0.50631777
 -0.60910447 -0.65324295 -0.02452776 -0.04497356 -0.02502096 -0.01319871
 -0.01096204 -0.08850109 -0.10075177 -0.10086351 -0.11458665 -0.11053859
  0.03904915  0.12956864 -0.00354164  0.12130967  0.03198303 -0.07676059
 -0.08159418 -0.05243986 -0.05105496 -0.05565459]",0
443,Rupak,38,"[ 6.39267958e-02 -2.15036561e-02 -7.35412804e-02 -5.10162995e-02
 -9.24336658e-02  1.60049885e-01  8.62170287e-02 -2.91073410e-02
 -3.27210625e-02 -4.11532053e-02 -6.14991625e-04  9.67661159e-03
 -4.64005849e-03 -2.53718769e-02 -3.30850539e-02  1.30665736e-01
  1.10348126e-01  1.71112627e-02  5.30741750e-02  3.68473719e-02
 -7.01043817e-02 -5.95287425e-02 -5.03306660e-02 -7.57253673e-02
 -2.37244117e-01 -3.10107048e-02  8.11040508e-03  5.25459143e-03
  8.14633385e-03 -1.54595845e-02 -5.72665397e-02 -4.98433174e-02
 -3.99718525e-02 -4.12253243e-02 -4.32672350e-02  4.57690348e-02
  3.77130809e-02 -1.75838819e-02 -1.73449370e-02 -1.14641664e-02
  4.80367241e-02 -2.49789202e-02 -1.84953358e-02 -6.81955405e-03
 -4.95732783e-02 -6.99722183e-01 -5.85289013e-01 -5.04836320e-01
 -6.13334179e-01 -6.48091499e-01  2.90289076e-02 -7.93550482e-03
 -3.76709743e-02 -3.26281021e-02 -5.24418241e-02 -8.82716843e-02
 -1.03163564e-01 -1.04995066e-01 -1.15575472e-01 -1.12377600e-01
 -5.59258243e-02 -4.82350396e-02 -5.58557719e-02 -5.27255620e-02
 -7.43598285e-02 -7.61102978e-02 -8.38768362e-02 -5.39756272e-02
 -5.70151789e-02 -6.36438790e-02]",0
444,Rupak,39,"[-0.10141734 -0.10523017 -0.09204165 -0.09717708 -0.08697233 -0.06182274
 -0.05657389 -0.04349728 -0.05117711 -0.04171476 -0.03821659 -0.02822071
 -0.02668846 -0.02657183 -0.02601464 -0.05255012 -0.04278455 -0.03576279
 -0.03976873 -0.043201   -0.08088892 -0.05552473 -0.05278724 -0.0598109
 -0.12469128 -0.05846509 -0.0485994  -0.02934619 -0.01789334 -0.01484951
 -0.04686316 -0.05007044 -0.04020722 -0.04562958 -0.04251897 -0.03939613
 -0.03862693 -0.03881545 -0.03594878  0.01056587 -0.05639837 -0.06186513
 -0.05350144 -0.05786776 -0.04854728 -0.71443892 -0.57901522 -0.47062186
 -0.58461821 -0.65492358 -0.05426523 -0.04911411 -0.04485383 -0.05239562
 -0.0456719  -0.09560811 -0.10677298 -0.10553122 -0.11789657 -0.11171381
 -0.08162604 -0.06668525 -0.05718446 -0.06288732 -0.07139841 -0.07864502
 -0.08513081 -0.05446694 -0.0578023  -0.06179781]",0
445,Rupak,40,"[ 3.92337940e+00  1.60176744e+00  4.17955970e-01  4.49972553e-01
  1.06346160e-01  2.80926654e+00  9.85500615e-01  2.85203058e-01
  2.42415130e-01  4.48797036e-02  1.37259001e+00  5.82673068e-01
  1.31404614e-01  1.30780217e-01  2.60706971e-02  1.71448258e+00
  4.60291813e-01  1.10186730e-01  1.91496213e-01  2.58097529e-02
  1.74624207e-01 -5.29401838e-02 -5.01223699e-02 -7.64629670e-02
 -2.13149165e-01  6.07622428e-01  4.01394592e-01  5.12962530e-01
  5.29037970e-01  7.06266841e-02  4.64766397e-01  1.55264144e-01
  9.48811812e-03  2.65599640e-02 -6.85813234e-03  2.09443315e+00
  7.43014303e-01  1.67342841e-01  2.46268216e-01  5.07124593e-02
  1.84959457e+00  8.50111060e-01  2.66668664e-01  1.82027268e-01
  1.48155101e-01  2.84945715e-01  2.60482790e-01 -7.91100824e-02
 -4.65663353e-01 -6.07777858e-01  1.82724435e+00  5.91218858e-01
  2.12701579e-01  1.78527889e-01  3.75997514e-02  1.72272298e-01
 -1.14398288e-02 -8.64040879e-02 -9.78369169e-02 -1.06915828e-01
  6.54851771e-01  2.49856829e-01  2.46890847e-01  4.37893792e-01
  1.32628346e-01  3.89573577e-03 -3.33534367e-02 -4.41510159e-02
 -4.60752914e-02 -5.82583150e-02]",0
446,Rupak,41,"[-0.06242989 -0.07055941 -0.08022407 -0.07685961 -0.05459627 -0.03206031
 -0.04235487 -0.04577739 -0.04087225 -0.02801642 -0.02634138 -0.02953587
 -0.03351364 -0.02847654 -0.02634563 -0.04276711 -0.03996124 -0.04031989
 -0.03299529 -0.03017383 -0.07628343 -0.06054485 -0.05349074 -0.08232152
 -0.21199262 -0.04216556 -0.03444961 -0.0235456  -0.00839799  0.01625784
 -0.0412573  -0.02855091 -0.02184761 -0.01812281 -0.01758262 -0.02551572
 -0.02994822 -0.02049925  0.01959559  0.05559542 -0.02591334 -0.0333098
 -0.0213521  -0.0036335   0.06678193 -0.60625778 -0.50631697 -0.48165244
 -0.56815508 -0.63720699 -0.03943935 -0.03354737 -0.04194189 -0.03518419
 -0.02620493 -0.09352756 -0.1055391  -0.10516527 -0.11662437 -0.11017206
 -0.07123534 -0.06198706 -0.04947954 -0.05547316 -0.05377789 -0.07841812
 -0.08449396 -0.05452247 -0.05673334 -0.05765399]",0
447,Rupak,42,"[-0.11629732 -0.1085403  -0.10290979 -0.08369576 -0.08156361 -0.07492988
 -0.05763187 -0.05066259 -0.04700562 -0.0349388  -0.05603664 -0.04450623
 -0.04115605 -0.0357315  -0.03468534 -0.05808349 -0.04727827 -0.04543312
 -0.04276175 -0.03559436 -0.09099046 -0.05365049 -0.04763495 -0.0865456
 -0.22669794 -0.01972298  0.00088097  0.02611048  0.05778425  0.0594519
 -0.06047939 -0.04926503 -0.03817839 -0.03667853 -0.01604369 -0.04874822
 -0.040871   -0.02652199  0.01039679  0.11907332 -0.04927657 -0.05372486
 -0.040727   -0.02827719  0.07687821 -0.6409547  -0.60874488 -0.46098324
 -0.58924532 -0.645413   -0.06329721 -0.04577664 -0.0459588  -0.04243795
 -0.03557846 -0.09669431 -0.1071432  -0.10557567 -0.11698846 -0.11102319
 -0.08556737 -0.06734144 -0.05198789 -0.05445525 -0.06335325 -0.07883197
 -0.08378248 -0.05497628 -0.05753295 -0.06207368]",0
